p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.54E-153,0.676003265,0.556,0.173,4.61E-149,27,ZNF730
2.97E-153,0.459232314,0.372,0.081,8.89E-149,27,POLA2
9.70E-153,0.596923481,0.482,0.13,2.90E-148,27,ARX
2.49E-152,0.779261624,0.734,0.289,7.45E-148,27,STK3
3.10E-152,0.84432758,0.98,0.61,9.27E-148,27,NFIB
1.72E-151,0.900992061,0.876,0.524,5.15E-147,27,NSD2
2.85E-151,0.471369839,0.348,0.073,8.52E-147,27,CCDC150
3.73E-151,0.270250707,0.214,0.03,1.12E-146,27,SHCBP1
7.45E-151,0.250811351,0.198,0.026,2.23E-146,27,GINS4
1.49E-150,0.998650283,0.885,0.542,4.46E-146,27,TSPAN5
1.28E-148,0.562580938,0.441,0.114,3.83E-144,27,NAPEPLD
3.66E-148,1.044061072,0.766,0.353,1.10E-143,27,HS6ST2
4.69E-147,0.288427129,0.225,0.033,1.40E-142,27,CDCA7L
4.71E-147,0.338632132,0.286,0.051,1.41E-142,27,KIF23
5.01E-147,0.936696013,0.766,0.346,1.50E-142,27,PELI2
6.97E-147,0.908609712,0.962,0.725,2.09E-142,27,SETBP1
1.29E-146,0.673527442,0.59,0.192,3.87E-142,27,PLPP3
1.02E-144,0.807220789,0.75,0.309,3.05E-140,27,PLCH1
1.20E-143,0.758627135,0.521,0.158,3.60E-139,27,APOLD1
1.21E-143,0.343100161,0.294,0.056,3.60E-139,27,SCARA3
4.78E-143,0.941663379,0.979,0.743,1.43E-138,27,ZBTB20
8.78E-143,0.822591325,0.786,0.344,2.63E-138,27,PLEKHG1
3.07E-142,0.427711641,0.343,0.073,9.17E-138,27,CHRDL1
4.66E-142,0.73505526,0.741,0.282,1.39E-137,27,COL4A6
2.65E-140,0.446180533,0.351,0.078,7.93E-136,27,MCUB
1.06E-139,0.66636207,0.547,0.171,3.18E-135,27,BMPR1B
3.38E-138,0.291940829,0.243,0.04,1.01E-133,27,SGO1
1.67E-137,0.791959298,0.631,0.247,4.99E-133,27,C15orf41
2.47E-137,0.716847672,0.631,0.233,7.40E-133,27,CEP128
2.59E-137,0.784127504,0.735,0.314,7.76E-133,27,UTRN
2.57E-136,0.391891982,0.326,0.068,7.70E-132,27,ECT2
2.58E-136,0.726487149,0.732,0.291,7.71E-132,27,KIAA1217
3.84E-136,0.873055157,0.832,0.429,1.15E-131,27,DLEU2
8.44E-136,0.904613522,0.968,0.692,2.52E-131,27,PDE4B
6.98E-135,0.663403768,0.508,0.156,2.09E-130,27,TNFRSF19
1.44E-134,0.254468043,0.191,0.027,4.30E-130,27,ESPL1
2.26E-134,0.855178212,0.985,0.634,6.77E-130,27,PTPRZ1
2.99E-133,0.904946282,0.893,0.654,8.94E-129,27,TMEM131
3.89E-132,0.489725751,0.395,0.1,1.16E-127,27,RGS20
2.74E-131,0.384885705,0.312,0.065,8.19E-127,27,AC091057.1
1.60E-130,0.260800771,0.224,0.036,4.77E-126,27,CDK1
9.21E-130,0.307886799,0.149,0.017,2.75E-125,27,LINC02388
1.10E-129,0.879026326,0.928,0.569,3.29E-125,27,LINC00461
9.04E-128,0.432709719,0.369,0.091,2.71E-123,27,MIR222HG
3.24E-127,0.412179289,0.332,0.076,9.70E-123,27,EMC3-AS1
1.73E-126,0.325603084,0.28,0.056,5.17E-122,27,KIF22
5.52E-126,0.945646619,0.9,0.633,1.65E-121,27,FHOD3
1.80E-124,0.815533138,0.651,0.272,5.38E-120,27,INTU
5.50E-124,0.582704018,0.778,0.323,1.65E-119,27,ZFPM2
1.09E-123,0.680109102,0.617,0.228,3.27E-119,27,FGFR2
1.46E-123,0.725829542,0.749,0.332,4.36E-119,27,C1orf61
4.61E-123,0.773289769,0.743,0.372,1.38E-118,27,CCDC14
1.64E-122,0.520964029,0.487,0.147,4.89E-118,27,ADAMTS9
1.68E-122,0.848089425,0.541,0.196,5.01E-118,27,MEF2C-AS2
2.60E-122,0.755437872,0.671,0.306,7.76E-118,27,DNMT1
3.30E-122,0.459450123,0.361,0.091,9.86E-118,27,Z94721.1
6.49E-122,0.819322857,0.674,0.293,1.94E-117,27,LINC01572
3.49E-121,0.850579779,0.746,0.363,1.04E-116,27,SH3RF1
3.61E-121,0.422985267,0.28,0.059,1.08E-116,27,AC008691.1
5.90E-120,0.443800813,0.268,0.054,1.76E-115,27,CHST9
7.20E-120,0.535039949,0.404,0.114,2.15E-115,27,FAM184B
3.39E-119,0.50853119,0.484,0.154,1.01E-114,27,LMNB1
1.29E-118,0.384489241,0.326,0.077,3.87E-114,27,LIN9
2.10E-118,0.289341979,0.254,0.05,6.27E-114,27,POLD1
1.78E-117,0.555605064,0.57,0.198,5.33E-113,27,NOTCH2
2.61E-117,0.488056663,0.446,0.135,7.82E-113,27,ELOVL2
1.32E-116,0.807778459,0.767,0.432,3.96E-112,27,SMC1A
2.25E-116,0.917159244,0.98,0.787,6.72E-112,27,IL1RAPL1
1.77E-114,0.36857957,0.317,0.075,5.29E-110,27,PARPBP
1.66E-113,0.374608439,0.28,0.061,4.96E-109,27,AC127526.2
3.00E-112,0.600823442,0.47,0.156,8.98E-108,27,GPR156
3.30E-112,0.708425924,0.737,0.357,9.88E-108,27,AC068587.4
4.88E-112,0.546944115,0.541,0.186,1.46E-107,27,EMX2
1.96E-111,0.617907227,0.59,0.235,5.87E-107,27,NUP107
7.72E-111,0.745080727,0.977,0.828,2.31E-106,27,PLCB1
9.59E-110,0.481286476,0.407,0.12,2.87E-105,27,HEG1
2.06E-109,0.296129702,0.257,0.054,6.17E-105,27,SALL1
4.59E-109,0.420078751,0.381,0.107,1.37E-104,27,GEN1
1.47E-108,0.331541979,0.268,0.058,4.41E-104,27,CNGA3
6.89E-108,0.71464529,0.816,0.429,2.06E-103,27,SPATA13
9.49E-108,0.446573466,0.398,0.117,2.84E-103,27,XYLB
2.45E-107,0.572783201,0.476,0.164,7.32E-103,27,BICC1
3.77E-107,0.41107688,0.351,0.094,1.13E-102,27,PHGDH
2.17E-106,0.442702779,0.345,0.091,6.50E-102,27,AC087564.1
3.92E-106,0.552844883,0.531,0.199,1.17E-101,27,SFXN5
4.11E-106,0.383283514,0.314,0.079,1.23E-101,27,EFNB1
4.14E-106,0.520280327,0.524,0.19,1.24E-101,27,BAZ1A
8.63E-106,0.715158579,0.695,0.351,2.58E-101,27,CDK5RAP2
3.19E-105,0.667236337,0.992,0.703,9.54E-101,27,NFIA
8.95E-105,0.398559656,0.398,0.118,2.68E-100,27,MTBP
9.50E-105,0.513411847,0.487,0.169,2.84E-100,27,RAD18
1.06E-104,0.779746656,0.508,0.187,3.17E-100,27,TMEM132B
1.24E-104,0.708791637,0.951,0.677,3.71E-100,27,TENM4
1.13E-103,0.487578999,0.455,0.15,3.38E-99,27,MIR9-3HG
2.72E-103,0.350967566,0.283,0.066,8.14E-99,27,FBLN7
5.05E-103,0.392394846,0.335,0.09,1.51E-98,27,SASS6
6.39E-103,0.798162574,0.894,0.621,1.91E-98,27,PTPRM
4.76E-102,0.300176457,0.25,0.054,1.42E-97,27,SPAG5
1.73E-101,0.577810436,0.417,0.132,5.17E-97,27,LEF1
2.48E-101,0.47474502,0.415,0.129,7.40E-97,27,ARHGEF26
2.67E-101,0.485881514,0.394,0.12,7.98E-97,27,NCAPD2
1.36E-100,0.548309006,0.533,0.206,4.06E-96,27,ZNF43
1.43E-100,0.484801276,0.472,0.163,4.26E-96,27,MSI1
2.20E-100,0.272628525,0.24,0.051,6.57E-96,27,CHST10
2.38E-100,0.292510336,0.268,0.062,7.11E-96,27,MCM7
2.61E-100,0.641582099,0.571,0.238,7.79E-96,27,NFIC
4.10E-100,0.687615294,0.925,0.643,1.23E-95,27,PHLPP1
5.08E-100,0.538995657,0.302,0.077,1.52E-95,27,PDGFD
6.97E-100,0.746850817,0.851,0.601,2.09E-95,27,DENND1A
8.90E-100,0.46823869,0.444,0.149,2.66E-95,27,JADE1
1.68E-99,0.479071425,0.449,0.151,5.03E-95,27,RAD54B
6.71E-99,0.483034758,0.476,0.169,2.01E-94,27,POLD3
2.03E-98,0.259946051,0.23,0.047,6.08E-94,27,BUB1
6.91E-98,0.728008374,0.617,0.278,2.07E-93,27,MAPK4
9.23E-98,0.385670154,0.351,0.099,2.76E-93,27,HMGB2
2.30E-97,0.646406655,0.632,0.269,6.87E-93,27,COL11A1
2.81E-97,0.597767432,0.986,0.755,8.39E-93,27,QKI
1.13E-96,0.420105654,0.413,0.131,3.39E-92,27,CKAP2
8.96E-96,0.553966694,0.533,0.206,2.68E-91,27,COL4A2
1.36E-95,0.501342093,0.462,0.161,4.06E-91,27,KLHDC8A
2.95E-95,0.685964291,0.884,0.627,8.82E-91,27,IGF2BP3
5.36E-95,0.576163625,0.596,0.265,1.60E-90,27,TUBGCP3
8.76E-94,0.61196097,0.637,0.301,2.62E-89,27,ZNF83
4.35E-93,0.627649323,0.994,0.91,1.30E-88,27,NCAM1
5.24E-93,0.727186733,0.801,0.518,1.57E-88,27,11-Sep
1.91E-92,0.526042299,0.482,0.178,5.71E-88,27,PLAGL1
2.10E-92,0.638269133,0.662,0.327,6.28E-88,27,CEP192
2.29E-92,0.56878293,0.631,0.271,6.85E-88,27,ST6GALNAC5
5.23E-92,0.626436937,0.692,0.314,1.56E-87,27,CDH20
6.34E-92,0.347902405,0.314,0.085,1.90E-87,27,NOTCH3
1.46E-91,0.333410319,0.236,0.053,4.37E-87,27,MBNL3
4.98E-91,0.367645019,0.328,0.092,1.49E-86,27,RACGAP1
5.59E-91,0.758725434,0.77,0.466,1.67E-86,27,FUT8
6.58E-91,0.500532055,0.556,0.23,1.97E-86,27,SUZ12
3.24E-90,0.311351144,0.19,0.036,9.69E-86,27,PTH2R
6.22E-90,0.698874106,0.977,0.795,1.86E-85,27,MIR99AHG
1.06E-89,0.475286155,0.73,0.334,3.16E-85,27,VIM
5.07E-89,0.718054513,0.835,0.536,1.52E-84,27,KCNT2
5.13E-89,0.46190208,0.516,0.193,1.53E-84,27,AC099792.1
4.89E-88,0.653628537,0.931,0.749,1.46E-83,27,ARHGAP21
8.90E-88,0.650262022,0.804,0.541,2.66E-83,27,FUS
1.15E-87,0.706263348,0.706,0.36,3.43E-83,27,LIFR
4.40E-87,0.51947603,0.53,0.218,1.32E-82,27,SKA2
7.76E-87,0.389403903,0.395,0.127,2.32E-82,27,KIF20B
2.64E-86,0.52428988,0.508,0.206,7.89E-82,27,CKB
3.03E-86,0.461952352,0.452,0.166,9.06E-82,27,LRRC1
4.50E-86,0.629768995,0.752,0.41,1.34E-81,27,SVIL
7.20E-86,0.638827178,0.962,0.711,2.15E-81,27,TCF4
9.14E-86,0.283984576,0.217,0.048,2.73E-81,27,TNFAIP8
4.40E-85,0.534799917,0.56,0.249,1.32E-80,27,ZNF718
5.87E-85,0.320069273,0.286,0.077,1.75E-80,27,RFC2
2.05E-84,0.460412259,0.481,0.179,6.12E-80,27,EMX2OS
2.13E-84,0.574523498,0.634,0.317,6.36E-80,27,CTDSPL2
2.23E-84,0.509222601,0.564,0.241,6.68E-80,27,SEMA5B
7.13E-84,0.678816293,0.773,0.476,2.13E-79,27,STAG2
1.04E-83,0.592551367,0.76,0.404,3.10E-79,27,LDLRAD3
1.19E-83,0.72791642,0.825,0.562,3.55E-79,27,SPIDR
1.70E-83,0.582402924,0.608,0.303,5.09E-79,27,SRSF10
1.77E-83,0.576921387,0.931,0.797,5.29E-79,27,PCM1
2.09E-83,0.302221389,0.268,0.07,6.25E-79,27,CDC7
2.92E-83,0.578219496,0.574,0.26,8.73E-79,27,MPHOSPH9
9.03E-83,0.491409478,0.452,0.171,2.70E-78,27,LAMA1
1.46E-82,0.611844144,0.959,0.705,4.37E-78,27,PARD3B
1.82E-82,0.257317014,0.216,0.048,5.45E-78,27,AL136366.1
2.31E-82,0.60353572,0.686,0.353,6.92E-78,27,ITGB8
8.87E-82,0.350549916,0.338,0.105,2.65E-77,27,DHFR
9.48E-82,0.683382302,0.904,0.66,2.84E-77,27,TMEM161B-AS1
9.80E-82,0.500011966,0.502,0.21,2.93E-77,27,SAE1
1.21E-81,0.283010736,0.256,0.064,3.61E-77,27,PRR11
2.26E-81,0.391164206,0.326,0.1,6.76E-77,27,RNASEH2B
6.24E-81,0.341930174,0.326,0.099,1.87E-76,27,NEDD1
9.94E-81,0.586899327,0.701,0.373,2.97E-76,27,MYO10
1.37E-80,0.295386029,0.245,0.062,4.08E-76,27,DAPK2
8.82E-80,0.337915158,0.317,0.094,2.64E-75,27,PIEZO2
2.19E-79,0.380804294,0.348,0.111,6.54E-75,27,FABP7
6.62E-79,0.422667656,0.472,0.185,1.98E-74,27,SLC20A1
7.91E-79,0.520603277,0.536,0.236,2.37E-74,27,STARD9
1.57E-78,0.56395155,0.643,0.313,4.69E-74,27,PTPN13
1.93E-78,0.630665564,0.77,0.508,5.77E-74,27,PRKDC
2.26E-78,0.51205641,0.562,0.256,6.77E-74,27,CSE1L
2.55E-78,0.514043452,0.534,0.236,7.63E-74,27,SLF1
3.61E-78,0.598746162,0.907,0.644,1.08E-73,27,CDH4
4.06E-78,0.497903268,0.544,0.243,1.21E-73,27,DGCR8
2.76E-77,0.440848492,0.521,0.223,8.25E-73,27,RFC1
3.70E-77,0.468994173,0.51,0.218,1.11E-72,27,CEP78
1.52E-76,0.419956829,0.426,0.16,4.54E-72,27,PTGFRN
1.44E-75,0.54978599,0.562,0.256,4.31E-71,27,FAT4
3.35E-75,0.417054595,0.42,0.157,1.00E-70,27,TP53
3.87E-75,0.66882298,0.79,0.522,1.16E-70,27,RALGAPA2
5.05E-75,0.585732661,0.596,0.294,1.51E-70,27,CCND2
8.23E-75,0.364493387,0.366,0.125,2.46E-70,27,CARHSP1
9.40E-75,0.58060495,0.923,0.71,2.81E-70,27,PARD3
9.50E-75,0.581642736,0.718,0.364,2.84E-70,27,SOX2
3.84E-74,0.423646114,0.403,0.151,1.15E-69,27,ARL6IP6
5.04E-74,0.52399481,0.53,0.235,1.51E-69,27,ABCC4
6.64E-74,0.441774678,0.459,0.186,1.99E-69,27,RTTN
8.16E-74,0.462987528,0.456,0.178,2.44E-69,27,ADAMTS6
8.67E-73,0.340164691,0.315,0.099,2.59E-68,27,PLEKHG4B
3.52E-72,0.41247651,0.452,0.172,1.05E-67,27,HES1
7.46E-72,0.536069332,0.732,0.439,2.23E-67,27,IPO9
8.93E-72,0.324105749,0.654,0.289,2.67E-67,27,RFX4
9.12E-72,0.38243257,0.358,0.125,2.73E-67,27,HAT1
1.82E-71,0.326335817,0.302,0.092,5.44E-67,27,PROM1
2.43E-71,0.392958146,0.435,0.166,7.27E-67,27,MRC2
1.90E-69,0.414311117,0.57,0.247,5.68E-65,27,ZFP36L1
2.25E-69,0.273675696,0.233,0.062,6.74E-65,27,MDFIC
2.47E-69,0.369543905,0.374,0.136,7.39E-65,27,GPD2
3.26E-69,0.624310243,0.56,0.263,9.74E-65,27,THSD4
4.33E-69,0.271397775,0.24,0.066,1.29E-64,27,RFC5
8.55E-69,0.379115621,0.364,0.131,2.56E-64,27,ID4
1.09E-68,0.361347163,0.355,0.127,3.26E-64,27,SNX5
1.56E-68,0.567530851,0.92,0.731,4.67E-64,27,BAZ2B
3.28E-68,0.251002133,0.247,0.067,9.80E-64,27,KIF14
3.65E-68,0.628883902,0.868,0.609,1.09E-63,27,PHACTR1
7.70E-68,0.442772785,0.438,0.182,2.30E-63,27,INTS7
8.77E-68,0.53312399,0.646,0.345,2.62E-63,27,NOS1AP
9.27E-68,0.456943671,0.519,0.24,2.77E-63,27,10-Sep
2.52E-67,0.377965811,0.375,0.138,7.55E-63,27,SOX9
4.57E-67,0.527930532,0.888,0.691,1.37E-62,27,PUM2
5.07E-67,0.553088863,0.724,0.422,1.52E-62,27,TFDP2
1.79E-66,0.317291535,0.432,0.165,5.35E-62,27,MASP1
2.97E-66,0.544597617,0.7,0.423,8.89E-62,27,RIF1
3.14E-66,0.324238205,0.274,0.084,9.40E-62,27,AC104662.2
3.21E-66,0.58334729,0.959,0.805,9.59E-62,27,MAGI1
1.54E-65,0.441989956,0.496,0.227,4.62E-61,27,CASP8AP2
2.13E-65,0.491085168,0.585,0.298,6.38E-61,27,SPATA5
2.25E-65,0.56604991,0.574,0.299,6.72E-61,27,RPS6KA5
2.34E-65,0.501456939,0.657,0.367,7.00E-61,27,RBBP4
3.80E-65,0.531747318,0.58,0.28,1.14E-60,27,EPHA6
4.68E-65,0.523011561,0.574,0.292,1.40E-60,27,FANCC
5.97E-65,0.500283882,0.611,0.308,1.79E-60,27,PVT1
6.78E-65,0.440146272,0.541,0.251,2.03E-60,27,SLCO5A1
2.18E-64,0.438513479,0.462,0.201,6.53E-60,27,HMGN3
3.00E-64,0.349917561,0.366,0.133,8.96E-60,27,CA12
4.90E-64,0.568986263,0.92,0.798,1.46E-59,27,TRIM2
5.15E-64,0.478306445,0.433,0.178,1.54E-59,27,NFIX
6.08E-64,0.539068174,0.689,0.413,1.82E-59,27,TBCD
6.13E-64,0.340966853,0.369,0.138,1.83E-59,27,BTG3
8.57E-64,0.457428406,0.508,0.238,2.56E-59,27,TOPBP1
1.15E-63,0.565104725,0.809,0.581,3.43E-59,27,NAP1L1
1.26E-63,0.490599113,0.562,0.273,3.77E-59,27,GAB1
1.81E-63,0.285917004,0.277,0.087,5.40E-59,27,RPA1
2.31E-63,0.365634099,0.475,0.199,6.92E-59,27,YAP1
3.75E-63,0.289832737,0.204,0.053,1.12E-58,27,AC016708.1
5.14E-63,0.349368343,0.384,0.148,1.54E-58,27,RBBP8
5.88E-63,0.393854258,0.41,0.165,1.76E-58,27,CCDC18
1.22E-62,0.27063077,0.237,0.069,3.64E-58,27,RMI1
1.92E-62,0.529120307,0.77,0.508,5.73E-58,27,BAZ1B
2.84E-62,0.438632928,0.389,0.153,8.50E-58,27,PRELID2
2.94E-62,0.354457934,0.335,0.12,8.80E-58,27,AC234582.1
3.70E-62,0.633437632,0.642,0.362,1.11E-57,27,MED12L
5.01E-62,0.506096275,0.504,0.243,1.50E-57,27,SFMBT1
5.99E-62,0.484819405,0.521,0.25,1.79E-57,27,MTAP
1.15E-61,0.494087938,0.585,0.308,3.44E-57,27,AMOTL1
2.42E-61,0.344075569,0.36,0.135,7.23E-57,27,AASS
2.59E-61,0.498393818,0.528,0.266,7.76E-57,27,GMPS
5.70E-61,0.299263732,0.291,0.097,1.71E-56,27,ZNF93
7.14E-61,0.564201086,0.732,0.449,2.14E-56,27,PDE8A
9.75E-61,0.561078606,0.801,0.581,2.91E-56,27,SMCHD1
1.11E-60,0.324958118,0.381,0.145,3.32E-56,27,FSTL1
1.60E-60,0.283455141,0.283,0.093,4.79E-56,27,MDM1
2.27E-60,0.361335693,0.394,0.16,6.78E-56,27,MSH6
2.72E-60,0.442514627,0.412,0.176,8.14E-56,27,ACTR3B
3.71E-60,0.371781536,0.403,0.168,1.11E-55,27,NUP155
6.16E-60,0.455014332,0.579,0.286,1.84E-55,27,GULP1
1.28E-59,0.460826617,0.541,0.273,3.84E-55,27,LIN52
1.35E-59,0.52740169,0.879,0.652,4.02E-55,27,FAT3
2.19E-59,0.483705336,0.519,0.257,6.55E-55,27,E2F3
2.41E-59,0.27444985,0.245,0.075,7.22E-55,27,NSMCE4A
3.15E-59,0.514842432,0.882,0.694,9.43E-55,27,CDKAL1
7.52E-59,0.362200351,0.401,0.163,2.25E-54,27,TTYH1
9.04E-59,0.406415703,0.423,0.177,2.70E-54,27,EEPD1
1.09E-58,0.477081147,0.462,0.212,3.25E-54,27,NDUFAF6
1.21E-58,0.509675188,0.818,0.562,3.63E-54,27,LRP6
1.57E-58,0.53815906,0.943,0.778,4.69E-54,27,RORA
2.52E-58,0.516906131,0.856,0.694,7.52E-54,27,ANKHD1
3.83E-58,0.440334664,0.507,0.249,1.15E-53,27,PCNT
4.61E-58,0.445383633,0.982,0.932,1.38E-53,27,TTC28
5.19E-58,0.335459243,0.276,0.091,1.55E-53,27,CCDC175
6.04E-58,0.352504043,0.4,0.164,1.81E-53,27,MAP3K20
7.56E-58,0.448379458,0.459,0.209,2.26E-53,27,TUBA1B
1.27E-57,0.471443711,0.758,0.465,3.80E-53,27,OPHN1
1.68E-57,0.593263252,0.89,0.705,5.04E-53,27,FRMD5
2.44E-57,0.493180086,0.649,0.383,7.29E-53,27,HNRNPD
2.89E-57,0.338948469,0.349,0.135,8.65E-53,27,ZNF519
4.56E-57,0.553020153,0.804,0.586,1.36E-52,27,ANKRD28
4.86E-57,0.363195228,0.459,0.207,1.45E-52,27,NUP205
5.96E-57,0.409802049,0.413,0.179,1.78E-52,27,GLDC
1.28E-56,0.266914233,0.285,0.096,3.84E-52,27,ZNF107
1.44E-56,0.33696912,0.371,0.147,4.31E-52,27,TNS1
1.81E-56,0.283787773,0.314,0.113,5.41E-52,27,ANP32E
4.46E-56,0.404916037,0.43,0.192,1.33E-51,27,TMEM47
5.99E-56,0.374090721,0.495,0.227,1.79E-51,27,IGSF11
9.87E-56,0.508631274,0.686,0.415,2.95E-51,27,SCLT1
2.08E-55,0.372807687,0.377,0.157,6.23E-51,27,PAICS
2.57E-55,0.584462231,0.806,0.607,7.70E-51,27,FARP1
3.27E-55,0.368689225,0.44,0.194,9.77E-51,27,EZR
3.38E-55,0.498469478,0.658,0.387,1.01E-50,27,PKD2
5.75E-55,0.547688246,0.795,0.588,1.72E-50,27,SREBF2
6.69E-55,0.537507014,0.559,0.306,2.00E-50,27,TLN2
8.43E-55,0.36677732,0.576,0.287,2.52E-50,27,EPHA7
8.45E-55,0.56554295,0.738,0.486,2.53E-50,27,STK39
2.29E-54,0.263218799,0.299,0.105,6.85E-50,27,WEE1
3.03E-54,0.478130046,0.721,0.452,9.07E-50,27,XPO1
3.30E-54,0.551144999,0.802,0.573,9.87E-50,27,RANBP17
3.91E-54,0.464137071,0.473,0.222,1.17E-49,27,ABTB2
4.24E-54,0.343661961,0.338,0.132,1.27E-49,27,PRTFDC1
4.51E-54,0.484044872,0.769,0.489,1.35E-49,27,CECR2
6.11E-54,0.3096329,0.286,0.102,1.83E-49,27,AC139769.1
6.51E-54,0.362130424,0.413,0.182,1.95E-49,27,MPP5
1.03E-53,0.597393687,0.772,0.525,3.09E-49,27,KCNH7
1.11E-53,0.324201841,0.348,0.138,3.31E-49,27,NUP85
1.69E-53,0.475325244,0.511,0.258,5.06E-49,27,AP001347.1
4.17E-53,0.465615583,0.757,0.5,1.25E-48,27,XRCC5
5.09E-53,0.385375904,0.423,0.189,1.52E-48,27,POU3F3
5.56E-53,0.477610844,0.669,0.402,1.66E-48,27,PHTF2
5.81E-53,0.37860561,0.384,0.164,1.74E-48,27,PSAT1
1.67E-52,0.378965637,0.401,0.177,4.98E-48,27,LIN54
1.82E-52,0.299017178,0.306,0.114,5.46E-48,27,MIRLET7BHG
4.82E-52,0.409471921,0.495,0.248,1.44E-47,27,TULP3
5.35E-52,0.45636905,0.734,0.453,1.60E-47,27,PTPRK
7.48E-52,0.376658581,0.421,0.189,2.24E-47,27,AC018730.2
7.50E-52,0.539427691,0.686,0.442,2.24E-47,27,TRAF3IP2-AS1
7.51E-52,0.498095352,0.856,0.679,2.25E-47,27,NUCKS1
1.19E-51,0.296513654,0.305,0.114,3.56E-47,27,TTF2
2.42E-51,0.448154532,0.781,0.515,7.25E-47,27,DLG1
2.46E-51,0.257601595,0.271,0.094,7.37E-47,27,HMGN2
5.25E-51,0.300767726,0.306,0.116,1.57E-46,27,HSPB11
6.36E-51,0.482160419,0.686,0.406,1.90E-46,27,SAMD4A
1.18E-50,0.459647697,0.92,0.802,3.53E-46,27,NKTR
1.89E-50,0.461360393,0.536,0.288,5.65E-46,27,MSH2
2.19E-50,0.305792226,0.355,0.146,6.54E-46,27,CASP2
2.25E-50,0.332939538,0.406,0.18,6.74E-46,27,CBFB
3.11E-50,0.484752383,0.752,0.514,9.31E-46,27,TRIM24
3.29E-50,0.414845328,0.476,0.238,9.84E-46,27,CEP295
3.62E-50,0.434687377,0.913,0.765,1.08E-45,27,SRGAP3
5.49E-50,0.35563792,0.424,0.195,1.64E-45,27,H2AFV
8.41E-50,0.406234082,0.505,0.263,2.52E-45,27,HMGXB4
9.09E-50,0.356205532,0.351,0.146,2.72E-45,27,CEP162
9.89E-50,0.456632127,0.816,0.55,2.96E-45,27,CASC15
1.03E-49,0.470290091,0.602,0.36,3.09E-45,27,SMC3
1.16E-49,0.436046458,0.605,0.341,3.48E-45,27,SLF2
1.20E-49,0.307873903,0.392,0.168,3.60E-45,27,RGMA
1.52E-49,0.31302879,0.349,0.143,4.53E-45,27,EIF4E3
4.44E-49,0.269680745,0.259,0.09,1.33E-44,27,DERA
4.69E-49,0.388947591,0.217,0.069,1.40E-44,27,SGCG
1.76E-48,0.303427377,0.905,0.679,5.26E-44,27,NCKAP5
1.92E-48,0.441223522,0.579,0.336,5.75E-44,27,PSIP1
1.95E-48,0.609182777,0.755,0.52,5.84E-44,27,SEZ6L
3.30E-48,0.457341109,0.683,0.443,9.86E-44,27,CKAP5
3.71E-48,0.429038151,0.564,0.313,1.11E-43,27,USP37
4.59E-48,0.427176581,0.418,0.195,1.37E-43,27,L3MBTL4
1.40E-47,0.510854064,0.876,0.728,4.20E-43,27,ZNF609
1.40E-47,0.255946594,0.266,0.096,4.20E-43,27,NBPF19
2.33E-47,0.468292519,0.884,0.729,6.98E-43,27,SSBP2
2.74E-47,0.410791591,0.553,0.302,8.21E-43,27,DOT1L
2.78E-47,0.349552696,0.426,0.202,8.30E-43,27,RBBP7
4.97E-47,0.350563021,0.41,0.192,1.49E-42,27,RNF168
1.10E-46,0.263798311,0.273,0.101,3.30E-42,27,MTUS1
1.25E-46,0.346902367,0.423,0.2,3.75E-42,27,TOP3A
2.51E-46,0.311794339,0.322,0.13,7.52E-42,27,DDB2
3.54E-46,0.451323368,0.619,0.381,1.06E-41,27,COA1
4.12E-46,0.388744344,0.43,0.211,1.23E-41,27,TCF3
1.12E-45,0.299064175,0.418,0.19,3.34E-41,27,SLC4A4
1.81E-45,0.349092633,0.524,0.264,5.43E-41,27,MYO1E
1.87E-45,0.345865356,0.394,0.182,5.59E-41,27,NPAT
3.18E-45,0.340581622,0.369,0.165,9.52E-41,27,DNAJC9
6.75E-45,0.302257949,0.312,0.128,2.02E-40,27,GPR180
1.05E-44,0.477985224,0.79,0.556,3.13E-40,27,SIPA1L1
1.22E-44,0.448601543,0.806,0.585,3.63E-40,27,ZEB1
2.84E-44,0.454721987,0.845,0.664,8.49E-40,27,DENND5B
3.59E-44,0.425529243,0.732,0.486,1.07E-39,27,FZD3
3.75E-44,0.509784513,0.655,0.433,1.12E-39,27,WDFY2
4.19E-44,0.327083241,0.409,0.194,1.25E-39,27,EXOG
5.19E-44,0.265178742,0.266,0.099,1.55E-39,27,LPAR1
8.46E-44,0.433717263,0.665,0.416,2.53E-39,27,BBX
1.19E-43,0.371110151,0.571,0.328,3.56E-39,27,NUMA1
6.32E-43,0.475875671,0.737,0.527,1.89E-38,27,ZNF704
6.75E-43,0.334209716,0.317,0.135,2.02E-38,27,SPSB4
1.04E-42,0.373305559,0.34,0.151,3.11E-38,27,PDE8B
1.59E-42,0.355207695,0.427,0.215,4.76E-38,27,ABCD3
1.62E-42,0.378574733,0.446,0.231,4.83E-38,27,PTAR1
1.75E-42,0.274861204,0.259,0.098,5.25E-38,27,FANCM
2.21E-42,0.404453724,0.781,0.511,6.62E-38,27,ZNF536
2.54E-42,0.646704076,0.658,0.467,7.58E-38,27,AL157778.1
2.82E-42,0.30970504,0.377,0.17,8.44E-38,27,NEDD9
2.92E-42,0.312132169,0.366,0.167,8.73E-38,27,RAVER2
3.13E-42,0.319797673,0.338,0.151,9.36E-38,27,LRRC37A4P
