p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
5.98E-40,0.31604327,0.496,0.294,1.79E-35,17,CCND2
9.62E-40,0.258145796,0.257,0.116,2.88E-35,17,OSBPL3
1.43E-39,0.302304923,0.528,0.311,4.28E-35,17,PLCH1
3.42E-39,0.298135132,0.47,0.263,1.02E-34,17,MYO1E
3.49E-39,0.466943558,0.795,0.644,1.04E-34,17,PHLPP1
7.64E-39,0.294223377,0.477,0.285,2.28E-34,17,TMBIM6
1.53E-38,0.280369173,0.339,0.181,4.57E-34,17,FAM213A
1.67E-38,0.264244868,0.279,0.132,4.98E-34,17,SLITRK2
1.82E-38,0.426295906,0.678,0.486,5.45E-34,17,SEMA6A
3.20E-38,0.326619973,0.274,0.128,9.56E-34,17,LINC02506
3.20E-38,0.290617093,0.455,0.267,9.57E-34,17,ENO1
5.63E-38,0.337804163,0.414,0.235,1.68E-33,17,MIR4435-2HG
6.01E-38,0.305389571,0.43,0.248,1.80E-33,17,KAT2B
7.32E-38,0.493871607,0.65,0.475,2.19E-33,17,LDLRAD4
9.10E-38,0.372252765,0.692,0.513,2.72E-33,17,LRRFIP1
1.66E-37,0.334659379,0.481,0.294,4.97E-33,17,TANK
2.12E-37,0.343838098,0.523,0.334,6.34E-33,17,MOB1B
3.67E-37,0.265724049,0.383,0.209,1.10E-32,17,NEK7
5.93E-37,0.296974199,0.604,0.391,1.77E-32,17,FGFR1
7.64E-37,0.294722527,0.427,0.242,2.29E-32,17,SEMA5B
1.37E-36,0.27055829,0.272,0.132,4.09E-32,17,ID4
1.76E-36,0.254940927,0.337,0.179,5.26E-32,17,CAPN2
1.81E-36,0.430006154,0.484,0.309,5.43E-32,17,PVT1
1.85E-36,0.346071087,0.544,0.353,5.53E-32,17,ARNT2
2.00E-36,0.596380189,0.756,0.683,5.99E-32,17,LRRC4C
3.33E-36,0.360078157,0.438,0.259,9.95E-32,17,LAMC1
4.19E-36,0.268020707,0.356,0.193,1.25E-31,17,DDR1
1.61E-35,0.349215073,0.503,0.323,4.83E-31,17,ADGRG1
2.89E-35,0.284980612,0.474,0.288,8.66E-31,17,IFT88
2.91E-35,0.315321551,0.653,0.461,8.71E-31,17,EPHA3
8.22E-35,0.269394648,0.377,0.212,2.46E-30,17,SLC10A7
9.23E-35,0.343181859,0.664,0.481,2.76E-30,17,DENND5A
5.19E-34,0.392658341,0.661,0.472,1.55E-29,17,PRKG1
5.72E-34,0.274668013,0.462,0.282,1.71E-29,17,JAM3
7.26E-34,0.377850385,0.674,0.483,2.17E-29,17,LMCD1-AS1
7.36E-34,0.358838775,0.759,0.616,2.20E-29,17,C9orf3
1.93E-33,0.313047035,0.917,0.826,5.77E-29,17,APP
3.20E-33,0.360384854,0.809,0.716,9.56E-29,17,TSC22D1
3.84E-33,0.282540302,0.434,0.261,1.15E-28,17,CAST
3.94E-33,0.291352061,0.759,0.571,1.18E-28,17,CDK14
8.23E-33,0.325550813,0.657,0.483,2.46E-28,17,VMP1
1.12E-32,0.34620611,0.498,0.318,3.36E-28,17,DDAH1
3.04E-32,0.28366093,0.401,0.239,9.09E-28,17,SLC16A1-AS1
1.13E-31,0.326724268,0.803,0.621,3.38E-27,17,PTPRM
1.24E-31,0.657897814,0.778,0.735,3.70E-27,17,PPP2R2B
1.28E-31,0.31903096,0.541,0.364,3.83E-27,17,PACSIN2
1.64E-31,0.323361365,0.449,0.278,4.90E-27,17,ADD3
1.95E-31,0.299588799,0.383,0.227,5.84E-27,17,SQSTM1
2.12E-31,0.267414725,0.342,0.192,6.34E-27,17,TMEM47
2.63E-31,0.502093849,0.331,0.191,7.87E-27,17,FTL
2.76E-31,0.27982487,0.295,0.16,8.27E-27,17,ADSS
3.22E-31,0.252766237,0.365,0.209,9.62E-27,17,GNAI1
4.41E-31,0.251849597,0.282,0.148,1.32E-26,17,TEX2
9.45E-31,0.317466906,0.484,0.319,2.83E-26,17,CSNK1G1
1.28E-30,0.400517646,0.594,0.435,3.82E-26,17,RPS6KA2
1.91E-30,0.28752604,0.401,0.241,5.72E-26,17,FERMT2
2.02E-30,0.258618505,0.365,0.211,6.03E-26,17,ARMC2
6.16E-30,0.832691817,0.151,0.063,1.84E-25,17,CNTN4
2.00E-29,0.441622187,0.682,0.545,6.00E-25,17,TSPAN5
3.37E-29,0.266281226,0.458,0.295,1.01E-24,17,ARHGAP12
4.63E-29,0.337470675,0.515,0.351,1.39E-24,17,CALU
4.82E-29,0.320775872,0.661,0.483,1.44E-24,17,KIRREL3
4.95E-29,0.293282443,0.626,0.455,1.48E-24,17,TJP1
7.04E-29,0.275594041,0.926,0.831,2.10E-24,17,NAV2
7.56E-29,0.263033615,0.431,0.27,2.26E-24,17,SORT1
8.80E-29,0.255675086,0.388,0.23,2.63E-24,17,RAP2C-AS1
9.27E-29,0.312188263,0.528,0.363,2.77E-24,17,ABCA5
1.30E-28,0.299468116,0.801,0.664,3.89E-24,17,DENND5B
1.37E-28,0.286078513,0.792,0.641,4.11E-24,17,SYNE1
1.66E-28,0.299419412,0.443,0.284,4.96E-24,17,PLPP1
2.89E-28,0.261759139,0.405,0.253,8.65E-24,17,ABI1
3.24E-28,0.337076605,0.731,0.594,9.69E-24,17,MARCKS
4.43E-28,0.257337541,0.862,0.731,1.33E-23,17,BAZ2B
5.18E-28,0.25818617,0.386,0.234,1.55E-23,17,SDC3
1.08E-27,0.337356868,0.818,0.7,3.22E-23,17,HSP90AA1
1.37E-27,0.274765598,0.536,0.366,4.09E-23,17,SPATS2L
1.76E-27,0.330953226,0.843,0.74,5.28E-23,17,ENAH
2.68E-27,0.265659736,0.489,0.321,8.00E-23,17,FAM13A
2.85E-27,0.406111971,0.531,0.379,8.54E-23,17,AC021504.1
3.40E-27,0.268666115,0.36,0.216,1.02E-22,17,ANO6
8.63E-27,0.251835252,0.515,0.343,2.58E-22,17,RFX2
1.63E-26,0.273082406,0.403,0.256,4.88E-22,17,TTYH3
1.64E-26,0.266081873,0.744,0.572,4.90E-22,17,TEAD1
2.21E-26,0.315501111,0.257,0.14,6.61E-22,17,NHSL2
4.12E-26,0.25674281,0.278,0.153,1.23E-21,17,KCTD1
4.15E-26,0.314843099,0.881,0.8,1.24E-21,17,MAPK10
7.95E-26,0.257937917,0.45,0.298,2.38E-21,17,RNF13
8.63E-26,0.28281671,0.243,0.128,2.58E-21,17,PKIB
9.91E-26,0.264801657,0.957,0.91,2.96E-21,17,PTK2
1.03E-25,0.256952793,0.846,0.729,3.08E-21,17,SSBP2
7.98E-25,0.325383973,0.359,0.221,2.39E-20,17,PTCHD4
9.07E-25,0.272707869,0.379,0.237,2.71E-20,17,ESRRG
9.39E-25,0.310627768,0.4,0.257,2.81E-20,17,FTH1
2.64E-24,0.281475383,0.479,0.33,7.90E-20,17,SNX25
5.61E-24,0.27223571,0.955,0.94,1.68E-19,17,KIF1B
1.89E-23,0.257094449,0.267,0.148,5.64E-19,17,NCAM2
4.63E-23,0.28933779,0.463,0.324,1.38E-18,17,STX12
7.02E-23,0.288144609,0.734,0.621,2.10E-18,17,USP47
1.47E-22,0.255301274,0.36,0.227,4.40E-18,17,MAP1A
2.17E-22,0.269681085,0.64,0.486,6.48E-18,17,FZD3
2.60E-22,0.252063787,0.682,0.516,7.77E-18,17,DLG1
7.24E-22,0.274732846,0.909,0.829,2.16E-17,17,KIF5C
1.27E-21,0.262061202,0.711,0.583,3.81E-17,17,N4BP2L2
3.95E-21,0.272430873,0.612,0.472,1.18E-16,17,PJA2
5.63E-21,0.353580137,0.424,0.294,1.69E-16,17,P4HA1
7.95E-21,0.298207696,0.616,0.48,2.38E-16,17,KIAA1958
2.89E-20,0.354397437,0.456,0.317,8.65E-16,17,CDH20
7.47E-20,0.26521195,0.53,0.393,2.23E-15,17,HERC4
2.70E-19,0.254605668,0.984,0.961,8.08E-15,17,AGAP1
4.37E-19,0.265912329,0.861,0.792,1.31E-14,17,BICD1
6.08E-18,0.25716748,0.373,0.255,1.82E-13,17,TXNRD1
4.40E-17,0.286806482,0.808,0.759,1.32E-12,17,NLGN4X
1.12E-16,0.26393468,0.599,0.469,3.34E-12,17,TBL1X
1.42E-16,0.25668301,0.699,0.595,4.24E-12,17,ASAP1
3.52E-16,0.258856196,0.423,0.305,1.05E-11,17,CDKL5
5.63E-16,0.254004066,0.383,0.267,1.68E-11,17,SERINC5
5.83E-16,0.483175546,0.555,0.486,1.74E-11,17,SORBS1
1.96E-15,0.26072585,0.439,0.322,5.87E-11,17,HMGCS1
9.26E-15,0.278535572,0.265,0.172,2.77E-10,17,RNU4-2
8.68E-14,0.466985659,0.336,0.244,2.60E-09,17,CTNNA3
1.13E-11,0.26274656,0.307,0.217,3.39E-07,17,GBE1
3.40E-10,0.36174112,0.635,0.592,1.02E-05,17,RTN1
1.46E-08,0.252042499,0.456,0.375,0.000435595,17,LYST
0,4.712054572,0.931,0.111,0,18,TTR
0,4.430345213,0.956,0.14,0,18,HTR2C
0,3.783979099,0.973,0.059,0,18,IGFBP7
0,3.783558007,0.99,0.314,0,18,TRPM3
0,3.043166493,0.968,0.208,0,18,GRM8
0,2.910628838,0.997,0.674,0,18,MID1
0,2.759898515,0.718,0.013,0,18,SLC38A11
0,2.635988126,0.995,0.436,0,18,VCL
0,2.634490247,0.939,0.042,0,18,CLIC6
0,2.557099655,0.963,0.343,0,18,EGFEM1P
0,2.472201983,0.906,0.105,0,18,AC092957.1
0,2.408869791,0.571,0.069,0,18,XACT
0,2.333453058,0.97,0.248,0,18,PDLIM5
0,2.287046347,0.945,0.184,0,18,PIP5K1B
0,2.223003524,0.787,0.041,0,18,DNAH11
0,2.204366624,0.909,0.178,0,18,TPM1
0,2.197936616,0.968,0.249,0,18,WLS
0,2.125294969,0.85,0.04,0,18,MIR646HG
0,2.123721142,0.973,0.167,0,18,SPARC
0,2.086466594,0.906,0.326,0,18,VIM
0,2.085872518,0.797,0.037,0,18,AC016152.1
0,2.07009509,0.913,0.123,0,18,ROR2
0,2.063170255,0.806,0.165,0,18,DNAH7
0,2.033442393,0.517,0.031,0,18,CFAP299
0,2.023888731,0.824,0.052,0,18,CYR61
0,2.012957803,0.702,0.036,0,18,WIF1
0,2.002808166,0.697,0.051,0,18,ARMC3
0,2.000547442,0.89,0.114,0,18,LINC00472
0,1.984710541,0.785,0.021,0,18,WFIKKN2
0,1.970629584,0.837,0.046,0,18,CTGF
0,1.935110174,0.655,0.086,0,18,CFAP47
0,1.926812162,0.947,0.282,0,18,KIAA1217
0,1.910537691,0.897,0.169,0,18,PHACTR2
0,1.906100104,0.938,0.267,0,18,RBMS3
0,1.8865936,0.827,0.061,0,18,LINC01088
0,1.868099127,0.922,0.114,0,18,RBM47
0,1.842502597,0.947,0.276,0,18,GLIS3
0,1.840989903,0.688,0.078,0,18,SPAG17
0,1.824801311,0.782,0.096,0,18,P3H2
0,1.807323332,0.867,0.231,0,18,ITGAV
0,1.797825448,0.655,0.014,0,18,CP
0,1.780005704,0.955,0.267,0,18,CLU
0,1.760779944,0.817,0.079,0,18,RBPMS
0,1.732526412,0.546,0.037,0,18,COL1A1
0,1.731092467,0.728,0.214,0,18,IGFBP5
0,1.695313577,0.856,0.077,0,18,FYB2
0,1.691684312,0.642,0.157,0,18,LINC01830
0,1.686850522,0.844,0.284,0,18,ABLIM1
0,1.672338949,0.99,0.638,0,18,LRP1B
0,1.670557786,0.928,0.187,0,18,TANC1
0,1.670126903,0.916,0.22,0,18,EGR1
0,1.628361308,0.773,0.101,0,18,LRRC8C
0,1.623503098,0.699,0.065,0,18,MYO3B
0,1.620095927,0.732,0.039,0,18,IER3
0,1.618505641,0.668,0.084,0,18,CFAP54
0,1.608426715,0.707,0.114,0,18,PCAT1
0,1.606409547,0.925,0.244,0,18,AFF1
0,1.602446511,0.993,0.766,0,18,PTPRG
0,1.599539616,0.545,0.064,0,18,DNAH9
0,1.589183394,0.853,0.047,0,18,COLEC12
0,1.57897706,0.842,0.166,0,18,ADAMTS9-AS2
0,1.571615472,0.905,0.408,0,18,MT-CO3
0,1.56588871,0.541,0.022,0,18,ANXA1
0,1.560156545,0.909,0.398,0,18,SAMD4A
0,1.557537626,0.891,0.226,0,18,SLC5A3
0,1.547658086,0.982,0.362,0,18,COL4A5
0,1.546830216,0.851,0.082,0,18,SLC7A8
0,1.533033022,0.816,0.148,0,18,SNTB1
0,1.512475356,0.702,0.191,0,18,NFKB1
0,1.503972327,0.823,0.131,0,18,LAMB1
0,1.496092354,0.783,0.141,0,18,CNKSR3
0,1.495731523,0.893,0.413,0,18,CHST11
0,1.49524057,0.767,0.052,0,18,EPAS1
0,1.49094413,0.742,0.119,0,18,SPARCL1
0,1.483548624,0.756,0.181,0,18,DISP1
0,1.476665112,0.752,0.129,0,18,CFAP70
0,1.474763339,0.524,0.032,0,18,SGPP2
0,1.474407348,0.975,0.586,0,18,PALLD
0,1.468259773,0.795,0.114,0,18,GHR
0,1.460998712,0.965,0.491,0,18,TENM3
0,1.451891191,0.841,0.199,0,18,ACTN1
0,1.44695643,0.875,0.13,0,18,FSTL1
0,1.443485245,0.84,0.081,0,18,MYOF
0,1.427266143,0.794,0.127,0,18,SLC2A1
0,1.42317911,0.854,0.312,0,18,ABHD2
0,1.421825335,0.669,0.183,0,18,LRRIQ1
0,1.421371435,0.982,0.445,0,18,SLIT2
0,1.414599315,0.744,0.166,0,18,HYDIN
0,1.406729576,0.76,0.082,0,18,SGMS2
0,1.404639869,0.652,0.023,0,18,ABCA4
0,1.398245716,0.657,0.089,0,18,CFAP43
0,1.396501809,0.888,0.315,0,18,HIVEP1
0,1.395536201,0.422,0.014,0,18,CYP1B1
0,1.395363951,0.792,0.128,0,18,OTX2-AS1
0,1.390160201,0.899,0.218,0,18,FGFR2
0,1.365542405,0.601,0.014,0,18,SLCO1B3
0,1.3611494,0.802,0.113,0,18,ARHGAP29
0,1.358373908,0.793,0.068,0,18,RASSF3
0,1.352462025,0.905,0.333,0,18,ZNF521
0,1.348308607,0.928,0.312,0,18,ST5
0,1.345038229,0.822,0.186,0,18,CADPS2
0,1.3379859,0.865,0.152,0,18,RBMS1
0,1.337359203,0.557,0.022,0,18,SLC13A4
0,1.326771846,0.764,0.107,0,18,EYA4
0,1.322359374,0.778,0.123,0,18,PARM1
0,1.319871079,0.876,0.237,0,18,ZFP36L1
0,1.315713378,0.598,0.012,0,18,HSD17B2
0,1.312670918,0.822,0.161,0,18,HES1
0,1.309931444,0.764,0.176,0,18,SLC16A10
0,1.308150026,0.662,0.134,0,18,DCDC1
0,1.301703082,0.645,0.073,0,18,MAMDC2
0,1.295724589,0.676,0.053,0,18,PCP4
0,1.292294137,0.583,0.06,0,18,VWA3A
0,1.281439549,0.874,0.217,0,18,GALNT10
0,1.278282955,0.672,0.025,0,18,IL1R1
0,1.277353663,0.868,0.207,0,18,MYH9
0,1.272470971,0.871,0.296,0,18,FLNB
0,1.269334218,0.557,0.082,0,18,CFAP46
0,1.266635975,0.554,0.032,0,18,SPAG6
0,1.251289881,0.893,0.302,0,18,PLCH1
0,1.247326879,0.881,0.337,0,18,ARID5B
0,1.24612744,0.817,0.195,0,18,SDC2
0,1.245631417,0.717,0.216,0,18,RPGR
0,1.239021729,0.889,0.346,0,18,PATJ
0,1.23096808,0.864,0.187,0,18,YAP1
0,1.230552423,0.679,0.05,0,18,NECAB1
0,1.23013324,0.919,0.321,0,18,SHROOM3
0,1.229952775,0.687,0.046,0,18,EXPH5
0,1.228974145,0.83,0.109,0,18,PTPN14
0,1.227062995,0.575,0.039,0,18,TLL1
0,1.225929681,0.499,0.075,0,18,LINC01091
0,1.223837213,0.706,0.077,0,18,MITF
0,1.223351983,0.62,0.056,0,18,DCDC2
0,1.213688111,0.744,0.087,0,18,MSRB3
0,1.212154679,0.542,0.066,0,18,SLCO1C1
0,1.202748762,0.726,0.147,0,18,TIMP3
0,1.201807823,0.893,0.357,0,18,ZFYVE16
0,1.200232294,0.997,0.834,0,18,EXT1
0,1.194651385,0.589,0.024,0,18,CXCL14
0,1.18360077,0.669,0.15,0,18,NEK11
0,1.18014431,0.719,0.053,0,18,CGNL1
0,1.174420814,0.662,0.155,0,18,SULF1
0,1.161337694,0.845,0.339,0,18,STIM2
0,1.150927202,0.774,0.228,0,18,KCTD8
0,1.150797848,0.905,0.343,0,18,ACTN4
0,1.146491146,0.861,0.32,0,18,VAT1L
0,1.134050999,0.789,0.122,0,18,IL17RD
0,1.131544604,0.644,0.123,0,18,SPATA17
0,1.128041718,0.584,0.051,0,18,LRRC9
0,1.119268713,0.568,0.088,0,18,SEMA3C
0,1.117423526,0.726,0.18,0,18,FRAS1
0,1.116225482,0.545,0.104,0,18,WDR49
0,1.115484146,0.864,0.187,0,18,NOTCH2
0,1.114436729,0.841,0.305,0,18,MBNL2
0,1.101992395,0.658,0.154,0,18,CFAP44
0,1.101066589,0.651,0.069,0,18,DUSP6
0,1.100396237,0.665,0.106,0,18,LAMA2
0,1.09938555,0.765,0.147,0,18,CTNNAL1
0,1.098831591,0.741,0.226,0,18,MIR4435-2HG
0,1.098680349,0.456,0.082,0,18,TTN
0,1.098607493,0.756,0.152,0,18,NR3C2
0,1.095094792,0.656,0.022,0,18,SERPINF1
0,1.090588639,0.802,0.236,0,18,KANK1
0,1.086961659,0.748,0.194,0,18,SLC7A6
0,1.085700618,0.602,0.088,0,18,CFAP69
0,1.085186302,0.587,0.019,0,18,EVA1A
0,1.075997648,0.598,0.06,0,18,GNA14
0,1.074895819,0.806,0.21,0,18,TCF7L1
0,1.071962032,0.804,0.188,0,18,KIRREL1
0,1.071940942,0.724,0.071,0,18,CCND1
0,1.06878051,0.779,0.122,0,18,SMAD3
0,1.064154241,0.818,0.254,0,18,MYO1E
0,1.053024546,0.861,0.298,0,18,EPB41L4A
0,1.050354387,0.359,0.005,0,18,AC004052.1
0,1.050084163,0.445,0.013,0,18,ADGB
0,1.047305542,0.477,0.018,0,18,CCL2
0,1.042550706,0.844,0.255,0,18,SERINC5
0,1.039083117,0.721,0.234,0,18,SLC4A5
0,1.036638629,0.877,0.275,0,18,COL4A6
0,1.03188574,0.762,0.102,0,18,COL18A1
0,1.030730546,0.661,0.024,0,18,C9
0,1.026190106,0.598,0.062,0,18,COBLL1
0,1.02568954,0.434,0.051,0,18,KCNK1
0,1.012475204,0.577,0.088,0,18,NT5DC1
0,1.011273752,0.702,0.108,0,18,ADAMTS12
0,1.010118824,0.534,0.012,0,18,AQP1
0,1.002223792,0.626,0.099,0,18,LCA5
0,0.988307542,0.619,0.096,0,18,C4orf47
0,0.980721123,0.538,0.127,0,18,DNAH6
0,0.979993289,0.766,0.251,0,18,LAMC1
0,0.979881535,0.695,0.09,0,18,YBX3
0,0.979670725,0.505,0.08,0,18,ATP1A2
0,0.978073596,0.669,0.099,0,18,ITPKB
0,0.976837569,0.519,0.054,0,18,DNAI1
0,0.975969591,0.872,0.288,0,18,SH3D19
0,0.971592034,0.577,0.043,0,18,EFHC2
0,0.968929567,0.449,0.03,0,18,THBS1
0,0.968444205,0.801,0.266,0,18,PKM
0,0.967798479,0.663,0.088,0,18,FREM2
0,0.965702493,0.808,0.205,0,18,PRDM16
0,0.964133905,0.663,0.098,0,18,LGI1
0,0.961429583,0.703,0.078,0,18,ANXA2
0,0.959972581,0.347,0.021,0,18,LMNTD1
0,0.959133391,0.736,0.159,0,18,NEDD9
0,0.954965556,0.604,0.142,0,18,ADAMTS9
0,0.953902042,0.546,0.071,0,18,HTR1E
0,0.948608813,0.604,0.023,0,18,NID2
0,0.945882678,0.446,0.038,0,18,COL1A2
0,0.944698888,0.597,0.1,0,18,CYTOR
0,0.929886489,0.631,0.055,0,18,FAM160A1
0,0.922458146,0.566,0.114,0,18,FMN1
0,0.921938388,0.548,0.027,0,18,GEM
0,0.916378106,0.749,0.195,0,18,WWTR1
0,0.915841932,0.655,0.15,0,18,RHOJ
0,0.915292517,0.703,0.143,0,18,SMC5-AS1
0,0.914957148,0.575,0.126,0,18,CA12
0,0.913758203,0.767,0.168,0,18,CNTN3
0,0.908045479,0.408,0.022,0,18,STRIP2
0,0.907546428,0.522,0.067,0,18,NPNT
0,0.902884709,0.739,0.175,0,18,CLYBL
0,0.902606043,0.768,0.186,0,18,CNN3
0,0.896882718,0.733,0.232,0,18,SLC7A1
0,0.893512201,0.712,0.104,0,18,OTX2
0,0.879986232,0.733,0.201,0,18,WWC2
0,0.877846526,0.546,0.029,0,18,CD302
0,0.875933512,0.758,0.213,0,18,CREB3L2
0,0.875910301,0.578,0.082,0,18,FAM107A
0,0.871935397,0.602,0.069,0,18,OCA2
0,0.869663433,0.58,0.058,0,18,TGFBR2
0,0.867321664,0.696,0.133,0,18,PARVA
0,0.867121871,0.591,0.139,0,18,FBN2
0,0.865103458,0.576,0.025,0,18,CA2
0,0.861343306,0.671,0.128,0,18,SLC15A4
0,0.857952303,0.662,0.088,0,18,ZIC1
0,0.8526625,0.723,0.218,0,18,CREM
0,0.840419191,0.478,0.075,0,18,ZBBX
0,0.838716651,0.731,0.175,0,18,DDR2
0,0.838229846,0.615,0.069,0,18,MYO5C
0,0.834764414,0.704,0.17,0,18,CDC14A
0,0.833529636,0.448,0.066,0,18,LMCD1
0,0.828388669,0.317,0.024,0,18,TPH1
0,0.827770738,0.598,0.146,0,18,PRELID2
0,0.824437649,0.453,0.012,0,18,KCNJ13
0,0.822887095,0.601,0.115,0,18,ARHGAP6
0,0.822494092,0.478,0.021,0,18,GPNMB
0,0.815880315,0.45,0.082,0,18,ERRFI1
0,0.814117985,0.465,0.079,0,18,CFAP61
0,0.814042188,0.581,0.06,0,18,GRAMD2B
0,0.811504441,0.28,0.019,0,18,SERPINE1
0,0.810789614,0.663,0.088,0,18,AHNAK
0,0.810750508,0.392,0.031,0,18,CCDC39
0,0.80835478,0.48,0.044,0,18,NWD1
0,0.805430071,0.661,0.108,0,18,CPXM2
0,0.803782455,0.691,0.181,0,18,SHB
0,0.800847293,0.699,0.143,0,18,CYSTM1
0,0.800812252,0.583,0.056,0,18,ACOT11
0,0.797427611,0.619,0.121,0,18,SPAG1
0,0.797292765,0.598,0.104,0,18,PDE7B
0,0.794707374,0.46,0.057,0,18,NFKBIA
0,0.794506226,0.442,0.036,0,18,NFATC1
0,0.790101254,0.641,0.154,0,18,PLEKHA7
0,0.78932471,0.631,0.15,0,18,NKD1
0,0.788339942,0.399,0.015,0,18,FRMPD2
0,0.786884601,0.572,0.042,0,18,MROH7
0,0.786137086,0.729,0.214,0,18,ARHGEF3
0,0.784511528,0.632,0.101,0,18,PLTP
0,0.784029853,0.721,0.185,0,18,EZR
0,0.783304825,0.524,0.028,0,18,RHOH
0,0.780881756,0.526,0.039,0,18,TEX15
0,0.778088591,0.548,0.058,0,18,VWA5B1
0,0.777360032,0.49,0.012,0,18,GBP1
0,0.775089922,0.608,0.142,0,18,PAWR
0,0.769608374,0.516,0.057,0,18,CCDC80
0,0.768524542,0.548,0.048,0,18,RPE65
0,0.764622873,0.528,0.039,0,18,PGM5
0,0.756816929,0.629,0.086,0,18,LATS2
0,0.754739211,0.545,0.102,0,18,ARHGAP10
0,0.753880484,0.422,0.018,0,18,EFEMP1
0,0.752356922,0.664,0.174,0,18,ARL4C
0,0.746795587,0.48,0.064,0,18,FANK1
0,0.746160093,0.534,0.058,0,18,RAB11FIP1
0,0.745052055,0.435,0.062,0,18,ADAMTS1
0,0.744966852,0.577,0.091,0,18,PLEKHG4B
0,0.74356201,0.511,0.049,0,18,TPBG
0,0.743189237,0.36,0.03,0,18,F3
0,0.735410821,0.322,0.024,0,18,TNFAIP3
0,0.733158633,0.534,0.015,0,18,DAB2
0,0.732196982,0.462,0.048,0,18,FHAD1
0,0.732090281,0.529,0.05,0,18,GXYLT2
0,0.730236301,0.498,0.102,0,18,ISPD
0,0.72659782,0.556,0.094,0,18,TAPBP
0,0.725153186,0.461,0.067,0,18,FBLN1
0,0.724434712,0.668,0.178,0,18,MRPS6
0,0.719685163,0.56,0.096,0,18,PRNP
0,0.719212306,0.602,0.089,0,18,ANXA5
0,0.718126939,0.382,0.061,0,18,DNAH12
0,0.712799895,0.415,0.032,0,18,RSPH1
0,0.709724601,0.437,0.015,0,18,CCDC114
0,0.703515225,0.382,0.008,0,18,CCDC190
0,0.701577596,0.535,0.057,0,18,MATN2
0,0.699431248,0.454,0.006,0,18,AC007906.2
0,0.695242283,0.434,0.018,0,18,SLC2A12
0,0.694258186,0.471,0.042,0,18,TPD52L1
0,0.69284795,0.534,0.086,0,18,ZFP36L2
0,0.692119015,0.583,0.092,0,18,CTSD
0,0.683434953,0.579,0.078,0,18,AMOTL2
0,0.680690133,0.362,0.026,0,18,COL5A3
0,0.680122628,0.591,0.097,0,18,TRIM56
0,0.677007314,0.635,0.138,0,18,BSG
0,0.674232011,0.671,0.182,0,18,ATP1A1
0,0.673760075,0.456,0.03,0,18,ZFP36
0,0.6736343,0.419,0.041,0,18,TNFAIP8
0,0.670391698,0.383,0.009,0,18,TCTEX1D1
0,0.669954787,0.647,0.158,0,18,REST
0,0.665128754,0.473,0.081,0,18,TUBB4B
0,0.664375308,0.45,0.086,0,18,WDR78
0,0.662054101,0.615,0.139,0,18,ACSS3
0,0.660783181,0.359,0.015,0,18,CCDC60
0,0.660630334,0.317,0.034,0,18,ACTA2
0,0.659914963,0.521,0.056,0,18,PBXIP1
0,0.655426703,0.385,0.042,0,18,WDR63
0,0.65473746,0.361,0.015,0,18,CFAP52
0,0.653109564,0.448,0.057,0,18,B4GALT1
0,0.651243907,0.509,0.072,0,18,TUBB6
0,0.647276585,0.37,0.021,0,18,AP000892.3
0,0.647182103,0.566,0.109,0,18,CPNE8
0,0.646501078,0.554,0.088,0,18,SERPINH1
0,0.646457338,0.374,0.009,0,18,TRPV4
0,0.646198671,0.368,0.014,0,18,DNAAF1
0,0.646087847,0.487,0.039,0,18,RBP1
0,0.64548514,0.22,0.02,0,18,PMCH
0,0.645152864,0.412,0.034,0,18,MAPK15
0,0.642636023,0.656,0.163,0,18,FBN1
0,0.636235297,0.466,0.035,0,18,CAVIN1
0,0.631282442,0.395,0.037,0,18,CCDC170
0,0.62586356,0.331,0.019,0,18,TTC29
0,0.625843248,0.369,0.033,0,18,DNAH5
0,0.624609154,0.362,0.015,0,18,MAP3K19
0,0.6178991,0.42,0.045,0,18,ENPP2
0,0.617687894,0.36,0.02,0,18,LMOD1
0,0.617561728,0.404,0.039,0,18,NEK5
0,0.61496743,0.502,0.066,0,18,MMP14
0,0.613177086,0.348,0.03,0,18,SERPINI2
0,0.610737105,0.492,0.073,0,18,MAP3K8
0,0.608776678,0.309,0.023,0,18,COL4A3
0,0.608061218,0.416,0.044,0,18,C6orf118
0,0.608058678,0.467,0.042,0,18,COL9A2
0,0.606897666,0.469,0.057,0,18,SEC14L2
0,0.605914143,0.312,0.032,0,18,SLC26A7
0,0.601252576,0.467,0.059,0,18,TMEM64
0,0.598545518,0.456,0.071,0,18,PLD1
0,0.595593818,0.541,0.087,0,18,NBPF19
0,0.594888701,0.584,0.124,0,18,SUCLG2
0,0.591759985,0.439,0.04,0,18,CYP27A1
0,0.591729826,0.258,0.027,0,18,ADAM28
0,0.587295044,0.531,0.111,0,18,MSN
0,0.586200395,0.437,0.075,0,18,ATF3
0,0.582307615,0.403,0.05,0,18,C5AR1
0,0.582215886,0.373,0.033,0,18,TAGLN
0,0.579608888,0.251,0.014,0,18,IFNG-AS1
0,0.57883776,0.249,0.005,0,18,TYR
0,0.578606179,0.263,0.009,0,18,SERPINA3
0,0.575894101,0.351,0.013,0,18,FAM81B
0,0.572615696,0.441,0.079,0,18,RELB
0,0.570547877,0.423,0.042,0,18,MFAP3L
0,0.570454549,0.558,0.121,0,18,FZD6
